urn:samm:io.catenax.asset_tracker_links:2.0.0 ; 2.0.0 ; release ; Property ; catenaXId ; Catena-X Identifier ; ext-uuid:UuidV4Trait ; The Catena-X ID of the given asset, valid for the Catena-X dataspace. ;
urn:samm:io.catenax.material.technical_information:1.0.0 ; 1.0.0 ; release ; Property ; issueVersion ; issue version ; samm-c:Text ; Versioning information of the Technical Information ;
urn:samm:io.catenax.material.technical_information:1.0.0 ; 1.0.0 ; release ; Property ; appliesToCountry ; applies to country ; :CountryTrait ; Relationship between the Technical Information and the country to which it applies for. ;
urn:samm:io.catenax.material.technical_information:1.0.0 ; 1.0.0 ; release ; Property ; issueDate ; issue date ; :IssueDateCharacteristic ; Issue date of Technical Information ;
urn:samm:io.catenax.material.technical_information:1.0.0 ; 1.0.0 ; release ; Property ; language ; language ; samm-c:Text ; ISO-639-2/B code of language ;
urn:samm:io.catenax.material.technical_information:1.0.0 ; 1.0.0 ; release ; Property ; label ; label ; samm-c:Text ; Country name. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; materialDemandId ; Material Demand ID ; ext-uuid:UuidV4Trait ; The Material Demand ID uniquely identifies the material demand within the business relationship between a customer and its supplier. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; demandSeries ; Demand Series ; :DemandSeriesSet ; The demands for a dedicated material in a given time period of a given demand rate, distinguished by their demand location and demand category. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; customer ; Customer ; ext-number:BpnlTrait ; The Business Partner Number Legal Entity (BPNL) of the party requesting materials from a supplier. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; supplier ; Supplier ; ext-number:BpnlTrait ; The Business Partner Number Legal Entity (BPNL) of the party providing materials to a customer. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; unitOfMeasure ; Unit of Measure ; ext-quantity:ItemUnitEnumeration ; Unit of measurement for demand quantities. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; materialNumberCustomer ; Customer Material Number ; :MaterialNumber ; Material identifier as assigned by customer. This material number identifies the material (as planned) in customer's database. Must be unique for each Material Demand in the customer-supplier relationship. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; materialNumberSupplier ; Supplier Material Number ; :MaterialNumber ; Material identifier as assigned by supplier. This material number identifies the material (as planned) in supplier's database. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; materialDescriptionCustomer ; Customer Material Description ; :MaterialDescription ; Description of the material. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; changedAt ; Changed At ; :Timestamp ; Point in time when the content (any property according to the data model) of the material demand was changed, at the customer, either by a human user or an automated process. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; demandRate ; Demand Rate ; :DemandRateEnumeration ; Describes the demand rate or granularity of the demand information. It defines how to interpret the point in time. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; unitOfMeasureIsOmitted ; Unit Of Measure Is Omitted ; samm-c:Boolean ; /NA/ ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; customerLocation ; Customer Location ; ext-number:BpnsTrait ; The Business Partner Number Site (BPNS) of the site at which the customer needs the specified material for this demand series. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; demandCategory ; Demand Category ; :DemandCategoryCharacteristic ; Type of demand for this demand series. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; demands ; Demands ; :DemandDateSeries ; A time series with a specified demand rate along a given time period to describe the demand values for this demand series. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; expectedSupplierLocation ; Expected Supplier Location ; ext-number:BpnsTrait ; The Business Partner Number Site (BPNS) of the site from where the customer expects the supplier to fulfill the demands of the demand series. The value is used for informational purposes only and is therefore not binding for the supplier. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; demandRateCode ; Demand Rate Code ; :DemandRateCodeCharacteristic ; Code identifying the demand rate. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; demandRateName ; Demand Rate Name ; :DemandRateNameCharacteristic ; The name describing the demand rate. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; demandCategoryCode ; Demand Category Code ; :DemandCategoryCodeCharacteristic ; The code identifying a demand category. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; demandCategoryName ; Demand Category Name ; samm-c:MultiLanguageText ; The name describing a demand category. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; demand ; Demand ; :QuantityTrait ; Quantity of materials required in the specified point in time according specified demand rate. This demand should be as close as possible to demand that is derived from the actual production program. ;
urn:samm:io.catenax.material_demand:1.0.0 ; 1.0.0 ; release ; Property ; pointInTime ; Point in Time ; :PointInTimeCharacteristic ; Defines the start of the demand rate as a point in time. The point in time must be interpreted according to the demand rate. ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; materialFlowScenarioRequest ; Material Flow Scenario Request ; :MaterialFlowScenarioRequestCharacteristic ; Contains standardized attributes for the content of the Material Flow Scenario Request ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; scenarioHeader ; Scenario Header ; :ScenarioHeaderCharacteristic ; Required parameters for the scenario header ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; scenarioParameter ; Scenario Parameter ; :ScenarioParameterCharacteristic ; Required parameters for the material flow scenario request ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; scenarioSimResults ; Scenario Sim Results ; :ScenarioSimResultsCharacteristic ; Simulation results of the scenario ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; scenarioId ; Scenario ID ; samm-c:Text ; ID of scenario header ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; scenarioTitle ; Scenario Title ; samm-c:Text ; Title of scenario ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; scenarioCreationTimestamp ; Scenario Creation Timestamp ; samm-c:Timestamp ; Date and Time of scenario creation ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; scenarioExpirationTimestamp ; Scenario Expiration Timestamp ; samm-c:Timestamp ; Date and Time of validity expiration ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; scenarioOwner ; Scenario Owner ; :ScenarioOwnerCharacteristic ; Owner of the simulation scenario ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; scenarioOwnerRole ; Scenario Owner Role ; :ScenarioOwnerRoleCharacteristic ; Role of the scenario owner ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; scenarioDescription ; Scenario Description ; samm-c:Text ; Description of the scenario ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; parameterId ; Parameter ID ; samm-c:Text ; Identifier of scenario parameter ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; parameterDeliveryDateInitial ; Parameter Delivery Date Initial ; samm-c:Timestamp ; Delivery date initial (without scenario changes), optional, NULL when initially not set ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; parameterDeliveryDateUpdated ; Parameter Delivery Date Updated ; samm-c:Timestamp ; Delivery date updated (with scenario changes) ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; parameterQuantityInitial ; Parameter Quantity Initial ; :QuantityCharacteristic ; Amount initial (without scenario changes), optional, NULL, when initially not set ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; parameterQuantityUpdated ; Parameter Quantity Updated ; :QuantityCharacteristic ; Amount updated (with scenario changes) ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; parameterOrderId ; Parameter Order Id ; samm-c:Text ; ID of the order ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; parameterComment ; Parameter Comment ; samm-c:Text ; Optional description of parameters ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; resultOwnId ; Result Own Id ; samm-c:Text ; ID of scenario result own ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; resultOwnSimRunInitial ; Result Own Sim Run Initial ; :SimResult ; Foreign key to simulation result based on initial parameters ;
urn:samm:io.catenax.material_flow_scenario_request:2.0.0 ; 2.0.0 ; release ; Property ; resultOwnSimRunUpdated ; Result Own Sim Run Updated ; :SimResult ; Foreign key to simulation result based on updated parameter (scenario) ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; materialFlowSimulationResult ; Material Flow Simulation Result ; :MaterialFlowSimulationResultCharacteristic ; Contains standardized attributes for the result of a material flow simulation ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; description ; Description ; :Text ; Verbal description ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; runId ; RunId ; :Text ; Id of the simulation run ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; comment ; Comment ; :Text ; Additional comments ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; expirationTimestamp ; ExpirationTimestamp ; samm-c:Timestamp ; Date and time when the simulation is expired ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; owner ; Owner ; :OwnerCharacteristic ; Site identifier of the simulation originator ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; dataQuality ; Data Quality ; :DataQualityOptions ; Information on quality of simulation results ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; shipments ; Shipments ; :ShipmentList ; List of shipments ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; timestamp ; Timestamp ; samm-c:Timestamp ; Timestamp of simulation run ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; bpnsProperty ; bpnsProperty ; ext-number:BpnsTrait ; Property based on BPNS ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; shipmentId ; Shipment Id ; samm-c:Text ; ID to identify the shipment ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; destination ; Destination ; :DestinationCharacteristic ; Address where the shipment is immediately delivered to (by logistician) or provided for pickup (by producer) ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; destinationTimestamp ; Destination Timestamp ; samm-c:Timestamp ; Time when delivery arrives or is ready at goods issue ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; recipient ; Recipient ; :RecipientCharacteristic ; Address of final recipient of shipment ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; recipientTimestampPlanned ; Recipient Timestamp Planned ; samm-c:Timestamp ; Planned delivery time ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; splittingAllowed ; Splitting Allowed ; samm-c:Boolean ; Permission to split the shipment into individual deliveries ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; logistics ; Logistics ; :LogisticsCharacteristic ; Address of logistician executing the shipment ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; preceding ; Preceding ; :PrecedingCharacteristic ; Reference ID of a preceding shipment ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; handlingUnits ; Handling Units ; :HandlingUnitList ; List of Handling Units ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; handlingUnitId ; Handling Unit Id ; :Text ; ID of the handling unit ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; name ; Name ; :Text ; Name of the type of handling unit ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; volume ; Volume ; :VolumeCharacteristic ; Volume of the handling unit ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; weight ; Weight ; :WeightCharacteristic ; Weight of the handling unit ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; amount ; Amount ; :AmountCharacteristic ; Number of handling units with identical content ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; batches ; Batches ; :BatchList ; List of material batches contained within a handling unit ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; batchSerialNumber ; Batch Serial Number ; :Text ; can be used to uniquely identify a singe product part ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; materialNumber ; Material Number ; :Text ; ID of the material contained in the batch ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; materialName ; Material Name ; :Text ; Name of the material ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; materialHazardousGoods ; Material Hazardous Goods ; samm-c:Boolean ; Flags hazardous goods ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; batchExpirationTimestamp ; Batch Expiration Timestamp ; samm-c:Timestamp ; Expiration date of batch ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; quantity ; Quantity ; :QuantityCharacteristic ; Amount of materials ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; unitOfMeasurement ; Unit Of Measurement ; :UnitOfMeasurementCharacteristic ; Unit used for measuring the quantity ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; batchNumber ; Batch Number ; :Text ; Number of the batch, generated by originator (e.g. from ERP system, no uuid) ;
urn:samm:io.catenax.material_flow_simulation_result:3.0.0 ; 3.0.0 ; release ; Property ; batchOrderId ; Batch Order Id ; :Text ; Order ID to which the batch belongs ;
urn:samm:io.catenax.material_recycling_certificate:1.0.0 ; 1.0.0 ; release ; Property ; certificate ; Certificate ; ext-certificate:RecyclingStrategyCertificateCharacteristic ; A property of the model, named certificate. ;
urn:samm:io.catenax.packing_list:1.0.0 ; 1.0.0 ; release ; Property ; shippingDate ; Shipping Date ; :DateCharacteristic ; Date once item(s) are shipped. ;
urn:samm:io.catenax.packing_list:1.0.0 ; 1.0.0 ; release ; Property ; listItems ; List Items ; :SetOfListItems ; Set of items part of the packing list. ;
urn:samm:io.catenax.packing_list:1.0.0 ; 1.0.0 ; release ; Property ; senderAddress ; Sender Address ; :SenderAddressCharacteristic ; Sender of the delivery, including the name and address. ;
urn:samm:io.catenax.packing_list:1.0.0 ; 1.0.0 ; release ; Property ; receiverAddress ; Receiver Address ; :ReceiverAddressCharacteristic ; Receiver of the delivery, including the name and address. ;
urn:samm:io.catenax.packing_list:1.0.0 ; 1.0.0 ; release ; Property ; quantity ; Quantity ; :QuantityCharacteristic ; Quantity of the item. ;
urn:samm:io.catenax.packing_list:1.0.0 ; 1.0.0 ; release ; Property ; position ; Position ; :PositionCharacteristic ; Numbering of all positions or items in the packing list. ;
urn:samm:io.catenax.packing_list:1.0.0 ; 1.0.0 ; release ; Property ; itemDescription ; Item Description ; samm-c:Text ; Describes the item in the packing list. ;
urn:samm:io.catenax.packing_list:1.0.0 ; 1.0.0 ; release ; Property ; itemName ; Item Name ; samm-c:Text ; Name of the item seen in the packing list. ;
urn:samm:io.catenax.packing_list:1.0.0 ; 1.0.0 ; release ; Property ; catenaXId ; Catena-X ID ; ext-uuid:UuidV4Trait ; The Catena-X ID of the given part (e.g. the assembly), valid for the Catena-X dataspace. ;
urn:samm:io.catenax.part_as_planned:2.0.0 ; 2.0.0 ; release ; Property ; catenaXId ; Catena-X ID ; ext-uuid:UuidV4Trait ; The fully anonymous Catena-X ID of the serialized part, valid for the Catena-X dataspace. ;
urn:samm:io.catenax.part_as_planned:2.0.0 ; 2.0.0 ; release ; Property ; partTypeInformation ; Part Type Information ; :PartTypeInformationCharacteristic ; The part type from which the serialized part has been instantiated ;
urn:samm:io.catenax.part_as_planned:2.0.0 ; 2.0.0 ; release ; Property ; partSitesInformationAsPlanned ; Part Sites Information as Planned ; :partSitesInformationAsPlannedCharacteristic ; A site is a delimited geographical area where a legal entity does business(geographical address with geo coordinates).A site always has a primary physical address. It is possible that further physical addresses are specified for the site. P.O. box details are only possible in addition to the physical address. A site has a 1:n relation to addresses, means at least 1 address is necessary and multiple addresses are possible. ;
urn:samm:io.catenax.part_as_planned:2.0.0 ; 2.0.0 ; release ; Property ; manufacturerPartId ; Manufacturer Part ID ; :PartIdCharacteristic ; Part ID as assigned by the manufacturer of the part. The Part ID identifies the part in the manufacturer`s dataspace. The Part ID references a specific version of a part. The version number must be included in the Part ID if it is available.\n\nThe Part ID does not reference a specific instance of a part and must not be confused with the serial number. ;
urn:samm:io.catenax.part_as_planned:2.0.0 ; 2.0.0 ; release ; Property ; nameAtManufacturer ; Name at manufacturer ; :PartNameCharacteristic ; Name of the part as assigned by the manufacturer ;
urn:samm:io.catenax.part_as_planned:2.0.0 ; 2.0.0 ; release ; Property ; classification ; Classification ; :ClassificationEnumerationCharacteristic ; The classification of the part type according to STEP standard definition ;
urn:samm:io.catenax.part_as_planned:2.0.0 ; 2.0.0 ; release ; Property ; catenaXsiteId ; Catena-X site identifier ; ext-number:BpnsCharacteristic ; The identifier of the site according to Catena-X BPDM. The catenaXsiteId must be a valid Catena-X BPN. The BPN is a unique, unchangeable identifier for Business Partners / company locations from foundation to closure, regardless of the different business relationships / structures between or within the Business Partners or company locations. ;
urn:samm:io.catenax.part_as_planned:2.0.0 ; 2.0.0 ; release ; Property ; function ; Function ; :FunctionCharacteristic ; The function of the site in relation to the part(i.e. the activity within the value chain of the part that is performed at the site) ;
urn:samm:io.catenax.part_as_planned:2.0.0 ; 2.0.0 ; release ; Property ; functionValidFrom ; Function valid from ; samm-c:Timestamp ; Timestamp, from when the site has the specified function for the given part ;
urn:samm:io.catenax.part_as_planned:2.0.0 ; 2.0.0 ; release ; Property ; functionValidUntil ; Function valid until ; samm-c:Timestamp ; Timestamp, until when the site has the specified function for the given part ;
urn:samm:io.catenax.part_type_information:1.0.0 ; 1.0.0 ; release ; Property ; catenaXId ; Catena-X ID ; ext-uuid:UuidV4Trait ; The fully anonymous Catena-X ID of the serialized part, valid for the Catena-X dataspace. ;
urn:samm:io.catenax.part_type_information:1.0.0 ; 1.0.0 ; release ; Property ; partTypeInformation ; Part Type Information ; :PartTypeInformationCharacteristic ; The part type from which the serialized part has been instantiated. ;
urn:samm:io.catenax.part_type_information:1.0.0 ; 1.0.0 ; release ; Property ; partSitesInformationAsPlanned ; Part Sites Information as Planned ; :partSitesInformationAsPlannedCharacteristic ; A site is a delimited geographical area where a legal entity does business (geographical address with geo coordinates). A site always has a primary physical address. It is possible that further physical addresses are specified for the site. P.O. box details are only possible in addition to the physical address. A site has a 1:n relation to addresses, means at least one address is necessary and multiple addresses are possible. ;
urn:samm:io.catenax.part_type_information:1.0.0 ; 1.0.0 ; release ; Property ; manufacturerPartId ; Manufacturer Part ID ; :PartIdCharacteristic ; Part ID as assigned by the manufacturer of the part. The part ID identifies the part in the manufacturer`s dataspace. The part ID references a specific version of a part. The version number must be included in the part ID if it is available. The part ID does not reference a specific instance of a part and must not be confused with the serial number. ;
urn:samm:io.catenax.part_type_information:1.0.0 ; 1.0.0 ; release ; Property ; nameAtManufacturer ; Name at manufacturer ; :PartNameCharacteristic ; Name of the part as assigned by the manufacturer. ;
urn:samm:io.catenax.part_type_information:1.0.0 ; 1.0.0 ; release ; Property ; catenaXsiteId ; Catena-X site identifier ; ext-number:BpnsTrait ; The identifier of the site according to Catena-X BPDM. The catenaXsiteId must be a valid Catena-X BPN. The BPN is a unique, unchangeable identifier for business partners / company locations from foundation to closure, regardless of the different business relationships / structures between or within the business partners or company locations. ;
urn:samm:io.catenax.part_type_information:1.0.0 ; 1.0.0 ; release ; Property ; function ; Function ; :FunctionCharacteristic ; The function of the site in relation to the part (i.e. the activity within the value chain of the part that is performed at the site). ;
urn:samm:io.catenax.part_type_information:1.0.0 ; 1.0.0 ; release ; Property ; functionValidFrom ; Function valid from ; :DateTrait ; Timestamp, from when the site has the specified function for the given part. ;
urn:samm:io.catenax.part_type_information:1.0.0 ; 1.0.0 ; release ; Property ; functionValidUntil ; Function valid until ; :DateTrait ; Timestamp, until when the site has the specified function for the given part. ;
urn:samm:io.catenax.parts_analyses:4.0.0 ; 4.0.0 ; release ; Property ; partsAnalyses ; Parts Analyses ; :PartsAnalysesList ; A list of analysis result of several parts. ;
urn:samm:io.catenax.parts_analyses:4.0.0 ; 4.0.0 ; release ; Property ; isDefect ; Part Defect Flag ; samm-c:Boolean ; True: Analysis turned out that analysed part is defect according part's specification. ;
urn:samm:io.catenax.parts_analyses:4.0.0 ; 4.0.0 ; release ; Property ; componentManufacturerAnalysisID ; Component Manufacturer Analysis Identifier ; ext-core:UniqueID ; Internal identifier for this analysis inside component manufacturer company. ;
urn:samm:io.catenax.parts_analyses:4.0.0 ; 4.0.0 ; release ; Property ; catenaXPartnerAnalysisID ; Catena-X Partner Analysis Identifier ; ext-core:UniqueID ; The analysis identifier of your Catena-X partner company. Catena-X partner could be a vehicle manufacturer. ;
urn:samm:io.catenax.parts_analyses:4.0.0 ; 4.0.0 ; release ; Property ; resultsDescription ; Results Description ; samm-c:Text ; Detailed description of part analysis results. ;
urn:samm:io.catenax.parts_analyses:4.0.0 ; 4.0.0 ; release ; Property ; status ; Status ; :StatusCharacteristic ; Status of this part analysis ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; scopeOfPcfForm ; Scope of PCF Form ; :ScopeOfPCFFormCollection ; Connects PCF with ScopeOfPCFForm to link it to ScopeOfPCFFormCollection, establishing the semantic relationship and context between both entities.\nProperty to collect all scope of pcf form properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; companyAndProductInformation ; Company and Product Information ; :CompanyAndProductInformationCollection ; Connects PCF with CompanyAndProductInformation to link it to CompanyAndProductInformation, establishing the semantic relationship and context between both entities.\nProperty to collect all company and production information properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; pcfAssessmentAndMethodology ; PCF Assessment and Methodology ; :pcfAssessmentAndMethodologyCollection ; Connects PCF with haspcfAssessmentAndMethodology to link it to pcfAssessmentAndMethodologyCollection, establishing the semantic relationship and context between both entities.\nProperty to collect all pcf assessment and methodology properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; general ; General ; :GeneralCollection ; Connects PCF with General to link it to GeneralCollection, establishing the semantic relationship and context between both entities.\nProperty to collect all general properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; carbonContent ; Carbon Content ; :CarbonContentCollection ; Connects PCF with CarbonContent to link it to CarbonContentCollection, establishing the semantic relationship and context between both entities.\nProperty to collect all carbon content properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; productLifeCycleStagesAndEmissions ; Product Life Cycle Stages and Emissions ; :ProductLifeCycleStagesAndEmissionsCollection ; Connects PCF with ProductLifeCycleStagesAndEmissions to link it to ProductLifeCycleStagesAndEmissionsCollection, establishing the semantic relationship and context between both entities.\nProperty to collect all product life cycle stages and emissions properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; attestationOfConformance ; Attestation of Conformance ; :AttestationOfConformanceCollection ; Connects PCF with AttestationOfConformance to link it with AttestationOfConformanceCollection, establishing the semantic relationship and context between both entities.\nProperty to collect all attestation of conformance properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; specVersion ; Product Footprint Specification Version ; samm-c:Text ; Specification of the PCF format/data model (name and version number), which is used. The required data input fields will be tailored accordingly. Multiple entries are possible. The data model and version can be selected independently of the standard or guidance document, you followed during the assessment of the PCF. Always select latest data model, if your data supports it. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; companyInformation ; Company Information ; :CompanyInformationCollection ; Connects CompanyAndProductInformationEntity with ProductInformation to link it with ProductInformationCollection, establishing the semantic relationship and context between both entities.\nProperty to collect all company information properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; productInformation ; Product Information ; :ProductInformationCollection ; Connects CompanyAndProductInformationEntity with ProductInformation to link it with ProductInformationCollection, establishing the semantic relationship and context between both entities.\nProperty to collect all product information properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; pcfAssessmentInformation ; PCF Assessment Information ; :PCFAssessmentInformationCollection ; Connects pcfAssessmentAndMethodologyEntity with PCFAssessmentInformation to link it with PCFAssessmentInformationCollection, establishing the semantic relationship and context between both entities.\nProperty to collect all pcf assessment information properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; dataSourcesAndQuality ; Data Sources and Quality ; :DataSourcesAndQualityCollection ; Connects pcfAssessmentAndMethodologyEntity with DataSourcesAndQuality to link it with DataSourcesAndQualityCollection, establishing the semantic relationship and context between both entities.\nProperty to collect all data sources and quality properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; verificationAndCertificationShares ; Verification and Certification Shares ; :VerificationAndCertificationSharesCollection ; Connects pcfAssessmentAndMethodologyEntity with VerificationAndCertificationShares to link it with VerificationAndCertificationSharesCollection, establishing the semantic relationship and context between both entities.\nProperty to collect all verification and certification shares properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; pcfMethodology ; PCF Methodology ; :PCFMethodologyCollection ; Connects pcfAssessmentAndMethodologyEntity with PCFMethodology to link it with PCFMethodologyCollection, establishing the semantic relationship and context between both entities.\nProperty to collect all pcf methodology properties. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; comment ; Comment ; samm-c:Text ; This text field can be used to provide the recipient of the data with additional information or instructions on the calculation that is not represented by the existing attributes of the data model. ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; carbonContentTotal ; Total carbon content ; :PositiveEmissionsTrait ; Total carbon content ;
urn:samm:io.catenax.pcf:9.0.0 ; 9.0.0 ; release ; Property ; fossilCarbonContent ; Fossil Carbon Content ; :PositiveEmissionsTrait ; Carbon content defined as fossil. ;
